new_pos;length;label
1.075674655263994,1.666715636141661,1.003296490535335,0.6114341387083685,0.06803996535837131,-0.5553621702505218,-0.7074411084313199,-0.6404177274612983,-1.6356516228064009,-0.8862882570581891;10;0.45
0.4387060434498913,-1.300892125322821,0.11323032541021086,-1.4668160857713513,0.20494272545630268,1.544115016459914,0.16583356025666116,-1.190648025106069,0.050393437236438604,1.4411351279308213;10;1.9
-0.6562525182132455,-0.6379039507148143,-2.1474776176537835,-0.29166644723536644,0.13273310480302253,0.5715751022305389,-0.055306466333703994,0.2777154005514661,1.629925491201892,1.1766579013639953;10;0.7
-2.0634477747146036,-1.0008838153586284,-0.8529941732012514,-0.31220880355777825,0.21130373438121833,0.14487667187795156,0.7327544006394812,1.160467359450552,0.9370224037225422,1.043109996760517;10;0.6
-1.008057047813963,0.055321154353764876,-0.3764089506284083,0.8828968142582567,0.7587663161511106,0.17030773843718802,1.3585767046017887,0.7790399727853199,-0.4245450252911409,-2.195897676853916;10;1.15
1.2573016420176195,1.314958631047904,0.8595132153552544,0.40901628048384464,0.3470733840308474,0.39084071336297527,-0.7860739618166556,-1.444529571924787,-1.3312715928209047,-1.0168287397360976;10;1.15
0.2674190415287243,-0.4116527627358655,-0.9966051997493259,-1.727384338396145,-0.9100933081046565,-0.1738280150357294,0.2595907839971303,0.9121395342799075,1.6719222619178353,1.1084920022981248;10;1.1
0.85600524491064,0.19634442190588736,0.3804423549482277,-0.40549400523798895,0.8076788504247996,0.412512449258435,-0.047914554708319304,-1.4515650432298008,1.3153640052833255,-2.0633737235552068;10;0.5
1.0850502112716844,1.3080688201708583,-0.13309694608493564,-0.7118353314410496,-0.031238397970984724,-2.2260212006726254,-0.8515066008722874,0.7407380201969155,0.3069033502759563,0.5129380751264679;10;2.0
-1.6428679433854863,-1.6009993947152807,-0.6461250019395954,0.4465567690896511,1.8229933639363127,0.04006655178278081,0.5483440677744063,0.30433107382319435,0.10125492069177183,0.6264455929422458;10;0.15
0.7401003256095591,1.1496682916336767,0.6299867102506385,-0.2743393793159745,0.7418099479858838,-0.5541595879472434,0.5445703899098495,0.3672829296279502,-1.049845643128791,-2.295073984625549;10;0.55
1.1321799959221368,-0.5005754301300867,-0.7388042639485455,-2.455652906171451,0.23853207661070674,0.37408345453880254,0.5488561381850529,-0.21687878500190325,0.6730562612575582,0.9452034587377297;10;0.7
1.4016529818268957,1.1013295661888538,1.207329444717935,0.1163850602760932,0.3415382609976073,-0.3242269866319082,-0.521173529102513,-0.3191062251616599,-1.151980440534394,-1.851748132576909;10;0.85
-1.4242805142387802,-1.4753988815819217,0.6494419483372452,0.9613323304431113,0.44729470582306863,1.0360563097522983,0.5263952901818628,1.0395809588980445,-0.5142605363022082,-1.24616161131272;10;0.2
1.0170085547019594,-0.9974670155226124,-1.7093500261610794,-0.5105410596368009,-0.04526188328386617,-0.07460469272947161,-0.9182735916408006,1.0082644316643516,0.6493696810874648,1.5808556015208541;10;0.5
-0.8308265591996036,-1.190377618011604,-1.6721015298863198,-0.9038905087992981,1.051683770442031,0.11928708436718476,0.4954601135829346,1.0487922342813236,0.7940825765739835,1.0878904366493662;10;0.65
1.793203044274835,1.2615736182984798,0.8904352990304681,0.43449125440557446,-0.10568311287250948,-0.4698759503831648,-0.9403585167544295,-1.3692102980680134,-0.9746157863017703,-0.5199595516294722;10;1.3
-0.02186497052887055,-0.44958626639908345,0.13390749324067416,0.08232927061153464,0.2179064258713739,1.6582916142533999,1.227106807314071,0.0365815376120861,-2.250876354769437,-0.6337955572057489;10;0.9
1.2709777121288195,1.8755741162322153,1.2776365454058838,-0.62146760231758,-0.407845154224729,-1.0603761360393877,-0.9214511000596959,-0.5197126447917851,-0.30644070365351467,-0.586895032680225;10;0.55
-1.1695480276102057,-0.8775463449537559,-0.28809997131499265,-1.0203396346602345,-0.13712091373909524,-0.9010135307123479,0.36610146560763407,1.0945890287644784,1.8366325463395368,1.0963453822789844;10;1.7
-0.47619168299514825,-0.21136950039370686,-0.6725101479617346,-1.2208467690978755,-1.020392209701343,-0.2878845847944059,-0.20513724728972765,0.7068886814575776,2.131094791208791,1.2563486695675732;10;1.8
-1.2170502811580983,-0.7712018720854713,-1.5423234453270798,-0.27828823314908274,-0.26090148476435715,0.010035992619783307,0.6146286912396637,0.7518059013649456,0.702535095574326,1.9907596356853703;10;1.25
1.8097337364879633,1.1638711430476911,-0.60005845440975,1.1401618333510752,-0.10441100347421642,-0.20508236442356445,-1.0998735121509327,-0.1528534086720832,-1.4856604590626215,-0.46582751069356154;10;0.95
1.567353634145095,1.2022700440472838,0.8881673562938986,0.5326126386867004,0.1838432707529284,-0.2016474370325519,-0.5272602215180132,-0.887423845137746,-1.1759816080807983,-1.5819338321567957;10;1.85
-0.43786511931827105,-1.6272634542218587,-1.2974990844464551,-1.2054294538333652,0.7141332556416915,0.6807640390454361,1.1802257804088905,0.7615202243949359,0.21616852981155943,1.0152452825174367;10;1.35
-0.3999343187450563,-0.28178164631442454,-0.48960677751245407,-0.9501583093448498,-0.5388107673089799,-0.6993591263066415,0.7479065772744947,0.20193177121898684,-0.26733293808387465,2.6771455351227993;10;0.4
0.4189541479458143,0.2826171046771993,0.7012779741524351,-1.6713506391561987,1.5076293373657599,-1.755285549871037,-0.7170318866883034,0.19481203790950816,0.6035312290951953,0.4348462445696269;10;0.3
0.4907591888333194,1.6665225293122983,1.3475739220310652,-0.6945510514273103,0.3663728733358908,0.2307134755241665,-1.0647011212604651,0.22262986175701047,-1.3886282093110174,-1.1766914687949577;10;1.25
0.3786672103842454,-1.0234583868504135,2.4146920708478317,-0.6069168588107484,1.0673570400132035,-0.28342915886509074,-1.061071143255568,-0.32401419829436695,-0.25096881688117484,-0.3108577582879189;10;0.25
-0.7687251097687289,-0.6988249296982183,-0.3860443037205236,-0.5917848322764718,-0.21299986418617622,-1.5114097131485456,0.6620221938692646,0.1795528455985767,1.8674806475198253,1.4607330658109983;10;1.3
-0.27372175143493815,-0.7466071313479241,0.19472609369860408,-0.2214517458851853,0.7238533984264074,2.0665387939120823,-1.1284894224789366,0.033145063576092475,-1.5490709548197408,0.9010776563535381;10;0.4
1.6828025446085302,1.0285945276571615,-1.164270176135134,-1.9383797890153172,-0.632146175734562,0.10824739223658864,0.6576121656820946,-0.20121162034182405,0.2919662272851675,0.16678490375729568;10;1.45
-1.720221987981975,-0.8784341751919086,-0.6696181350551981,-1.2162791833661388,0.16925244603703277,0.9797311651941135,0.2585974418489043,0.7421920250528703,1.236763328779177,1.0980170746831246;10;0.95
1.046042450374171,0.8081128176941638,1.5960887731567568,-0.5054376539773939,0.961710121347788,-0.30171641182063913,-1.010007779189151,-1.0889405145130004,-0.013276952103371636,-1.492574850969322;10;1.95
-1.750778955086539,-1.4018769700414953,-0.5169709033076638,-0.5037570770312708,1.2442240804484326,1.2708166752860837,1.0533010932608784,0.1043096882695188,0.3913008547831277,0.10943151341893032;10;1.15
1.0338366148186238,1.2640607244722615,1.1504808258964034,0.36729299514951086,0.023169438637204737,-1.107573611550096,0.22958383927873222,-0.14742379547294884,-0.8519894441070354,-1.961437587122656;10;1.2
-1.3030403574461829,-1.1699128375476082,-0.28925916457664824,0.06321047649832577,-1.3274777627478986,-0.22817024269736186,1.3984612018593785,0.9663876477637912,1.3669145466873982,0.5228864922068054;10;1.35
-0.06197878935882297,-0.5765124860294324,1.5604832037441752,0.6857598709708248,1.6574662733864984,-0.08522208274287782,-0.6302514375287603,-0.3555859282121858,-0.3645712775070154,-1.829587346722403;10;1.2
-1.4891439438804785,-0.4713208312002021,1.7096776950384178,-0.09618338258243614,0.8202669317921462,0.37779936407644554,-0.7889858710459856,0.8957952070513104,0.5030730798241926,-1.4609782490734111;10;0.55
-0.4545675745810318,-1.6088258127039798,0.5688363854388125,-0.9064089439890038,-0.1280981505180205,1.1821892122478463,-0.9823429833099743,-0.3220035914875733,1.5027317132313487,1.1484897456715764;10;0.8
0.0884267015373824,-0.4416745977473205,-0.40482253059791484,-1.4678066998145725,0.12809975952051664,0.5422301392970811,-0.8529472812004998,-0.8016817645757875,1.036970703236486,2.173205570344629;10;0.2
1.422570380403272,1.46913440833041,0.9940393524626198,0.28270158688571173,0.13962784968277991,-0.14734326247511342,-0.5737002144683963,-0.9989004916481454,-1.4216493705570534,-1.1664802386160842;10;1.75
-2.022591873230079,-0.8713879315463214,0.992830153631328,0.027990331998246257,-0.6585874170828091,-0.16205462282321395,-0.37336088362209,1.522046289144633,0.9362589497173007,0.6088570038130025;10;1.3
1.1646149455950408,0.935770209694586,-0.2454993969186507,-1.2649193042396114,-0.243648430998414,-2.108089028682754,0.31963806997448335,0.14739742020171295,0.08069019963691694,1.2140453157366908;10;0.45
-2.103591671930988,-1.0436161375144186,-0.3252375637034485,-0.47933599940874655,-0.15396742076681663,0.3579067151117417,0.530917198372598,0.7889817502999461,0.9432294505961331,1.4847136789439976;10;1.65
2.1414786875577208,1.1560674723627906,0.5490022981863483,0.5444353570384914,-0.8035781334734341,-1.0891636341951463,-0.684838180957941,-0.783186227136771,-0.6468096497983961,-0.3834079895836626;10;0.1
-0.7581575231439887,0.7521990306620788,-1.2328406433134946,-0.7992425982302951,1.4194655709318131,-0.16834613305658053,1.9794080732059318,0.015347288182306192,-0.6737873487568536,-0.5340457164809183;10;1.0
-0.2878343524641763,0.6574500242738568,-0.8102234360195021,-0.4253807752547765,-0.8452938393670173,-0.5199057338529363,-1.1254069424384654,-0.19243859052718706,1.5994695752948078,1.949564070355396;10;0.35
-0.04090309558021126,0.44106465419069674,0.9363895931298692,-1.046745388425437,-1.8320448726083371,-1.002902773136802,-0.41782794760220865,1.4313244914744636,0.9566713349967334,0.5749740035612332;10;1.1
-1.9439988480837556,-1.356315662089161,-0.7283703721899257,0.0011861967310232437,0.6087459443149186,1.1137562037297295,0.585478458413882,1.2429884354335785,0.583504930082907,-0.10697528634319425;10;1.65
1.3439041803656704,2.429363085907032,-0.6770184935233844,-0.7057537577242892,-0.05408809577424401,-0.6623565491608698,-0.7411946699275164,-0.392844697568158,-0.12079091287706212,-0.4192200897171779;10;0.5
1.3106719878381343,0.7184058473803532,0.9957751645544671,1.393255827079436,-0.00403356483507247,-0.2388022599218476,-1.3208608474889445,-1.213972394966118,-1.1460538521506594,-0.494385907489747;10;0.95
1.757897258209172,1.2458985420832336,0.9756370470079041,0.3049532945878909,0.0764293657195488,-0.888270702767876,-1.2516645746392578,-0.4398383332481298,-1.1834599502750693,-0.5975819466774163;10;1.4
-2.2388893715783507,-1.4925443679991919,0.6186804635216935,0.46844525816240595,0.575269385345287,0.13411713770431805,0.23529600407517906,1.2540188011789117,0.021126723616211346,0.42447996597353177;10;0.95
1.5134870016764805,1.1688734881634615,0.5990870683949702,0.34002641318434806,0.47611355584187826,-0.5825457800737823,-0.6902155285181217,0.03673822045956752,-0.8264221484923959,-2.035142290636403;10;1.85
-0.6154990747102432,0.010566217077843087,-0.7975271606398373,-0.8003047165860272,-1.5299032827200778,-0.47798213451105587,0.2153611635568926,1.0803842541509512,1.0615384341800063,1.8533663002015481;10;0.95
-1.5666989036012808,-1.2185435916898852,-0.8703882797784893,-0.5222329678670932,-0.17407765595569755,0.17407765595569813,0.5222329678670936,0.8703882797784891,1.2185435916898846,1.56669890360128;10;1.8
0.17973344708495567,-1.3174900471928892,-0.6751804787961997,1.1356002192015688,-0.6429864816080385,0.5891057726904323,0.0659153494263077,0.3333757332690389,-1.5006816338708,1.8326081197956234;10;0.35
-0.7463944244959809,-0.3031609841682859,-0.09410592338357583,1.0466548268336013,1.5753301162616862,1.167717740088764,0.22157969735791436,-0.19752985999388362,-0.7232418069266578,-1.9468493815735834;10;1.9
0.40417555943460104,1.55324202644242,0.1920107409720674,0.6144517075143804,0.8379170118785396,0.4977460385227198,-0.034886205669509264,-0.8383602231546101,-1.3381516969985507,-1.888144958942058;10;1.2
0.5920686013422269,0.9483302784696028,1.044671325325722,1.0413676448631395,-0.447701293154947,-0.17880207995326888,0.9465019443277795,-1.1448147339300896,-1.725560229973687,-1.0760614573164784;10;2.0
2.992891509570765,-0.2676020049752215,-0.3228476452455109,-0.3432953072063496,-0.34595510023734904,-0.4457706787072767,-0.22571457775665896,-0.4100327409600969,-0.23859915967619993,-0.39307429480609674;10;0.8
1.4445569561570233,0.2364918212498917,1.4361509447913743,0.4344569108151101,-0.6105883612178901,0.29997967389968455,-0.9808536934706313,-1.8850145794606428,-0.7155598627615865,0.34038018999766645;10;1.25
-1.8921702953177562,-1.1007420409184328,0.49302028422244426,-0.7495012840839164,-0.7844054897703352,0.6125895105446442,1.455440466749847,0.7199674914457685,0.6208001000642501,0.6250012570634906;10;0.1
-1.1031680039787457,-0.8699864004830626,0.035260290103090786,0.006192026963024543,-1.3048741867153897,-0.6276586456407874,-0.24778819576980293,0.9816123458410877,1.60711474641761,1.5232960232629755;10;0.35
1.4657434597318761,2.4284186894906483,-0.3373396937256088,-0.4921579111196266,-0.4400869171261324,-0.4540222942574885,-0.48547719223411506,-0.48425463026107285,-0.5397101933045187,-0.6611133171939642;10;0.5
0.31298827904674265,0.8971020949299582,0.6549068736468189,0.7926529314161904,0.6120281549519286,0.8446742887992438,-0.049286847233230915,-0.4925406062721285,-1.3828410406714753,-2.189684128614047;10;1.75
1.1004394197156597,-0.4312058166986944,0.7063935579492104,-0.2722525536770469,0.0297230154133026,1.4759858639564418,-1.5938798409460484,0.7922025170375376,-0.17942161216174404,-1.627984550588618;10;1.95
-1.4656132086435738,-0.6979193345418142,-1.4401464073796215,-0.7014055885915653,0.06475923766678274,0.761887957820631,1.6292911444264215,0.8031852371885094,0.09431119942625792,0.9516497626279703;10;1.25
-1.6760818848765389,-1.8734132082993618,0.06342174656830084,0.8333846418029498,0.4552244588818627,1.2647988530833003,0.5634545818454477,-0.6129479882192376,0.4970159306478594,0.48514286856542044;10;1.35
0.7452049078284436,-0.14106164674204777,-1.527016853555831,-0.28246657673804165,1.03975782466522,1.6725576482411002,0.7415007045435057,-0.3889797915042888,-1.5233246979672048,-0.3361715187708546;10;1.35
0.9610852719498213,0.5852263513938258,0.3713274833925669,1.0617705290320132,0.6691834211083476,0.18778784719537328,-0.2787990268313938,0.10403497217450408,-1.5199687666572135,-2.141648082757845;10;1.15
-1.3419320763224565,-0.818752493644461,0.14855957709554643,-0.579138947884661,-1.1418576702948995,0.29640113106660143,2.263283811546346,0.23024031729466407,0.18926475180241825,0.7539315993409;10;1.3
1.070005765883536,1.436356958345115,0.1768967816809272,0.36861196519200595,0.3647353065757321,-0.7244644755028685,-1.4896935354325853,-1.3454892171169177,-0.910100915757377,1.053141366132432;10;1.5
-0.5683410060954209,0.30211018565530134,-0.7062976880543651,0.42960553191676293,-0.6273587761041256,-1.6196997932236943,-0.7083416708402879,0.3424940627427407,1.1993546643755308,1.956474489627558;10;1.45
0.49735465856069383,1.4788219411710426,0.23648076826503947,-0.6520480473613599,0.2679948194903909,1.4875863992120235,0.2364327747020958,-0.8659970827354628,-1.7821000936219211,-0.9045261376825419;10;1.1
-1.2418542862317254,0.8472007524256661,1.5109277902416067,1.4693312076138554,0.2104580974806074,-1.2514999321781923,-1.0874439669857487,-0.019990918485134037,0.2337587168515387,-0.6708874607324726;10;1.6
-1.9316449303199648,-0.2186267853135307,1.1402138371770718,-0.05049734679289159,1.4008513938865859,0.6085511716578607,-0.19040764479770309,-1.2955329444673598,-0.33423783063440377,0.8713310796043325;10;0.1
-2.238542932689704,0.13778330945284503,0.02549987313293617,-1.176463842696954,0.3890282484919055,0.2404254348969553,-0.2026610574394534,0.5032835117118235,1.6005323033483687,0.7211151517912776;10;0.15
1.8373994617337206,1.036521577242839,0.09728424197708278,-0.6326676389885323,0.06584392268216757,-0.8079339816490031,-1.6908780203282678,-0.8477398352763754,-0.009116494617435687,0.9512867672238045;10;1.6
-1.2374872821916754,-1.6618893778961898,-1.320323170199523,0.30171857764852944,0.19841405850142116,0.002844889546757088,0.40358435111893776,1.0284394731115867,1.1783607992690652,1.1063376810910888;10;0.2
-1.2346143700921672,-0.6060521971564814,-0.9528505305969995,-0.3814535864810187,0.1797454292870314,2.4599233297843233,-0.2568387270522558,0.7892493621714312,-0.3744406703502876,0.37733196048642664;10;0.35
0.8722593470261834,1.5716220493142299,1.0145253591849415,0.34337928422792585,0.08710346148818471,0.11872555059820855,-0.30364381453569333,-0.9134399827535845,-0.7706819861627561,-2.01984926838764;10;1.55
0.23839260887861502,-0.46907914793964933,-0.6146119267757238,-0.8778693503285203,-0.15498093047258835,-0.12027366620167904,-0.19389972421246512,-1.1899744265219194,0.8657256034519559,2.5165709601219746;10;1.15
1.7280466662790888,1.2192480705232784,0.5233382268595311,0.31425285882629134,-0.5713109541689791,-1.4438156420063564,-1.014414867819103,-1.247988965525699,0.11255393708889957,0.3800906699430489;10;1.9
-1.5439084098551077,0.11280021796864709,-1.0846567255555266,1.1774209401060116,1.6209921918175922,0.21531415612861735,-0.10261097571722963,-1.2757091488592682,0.027039042154890894,0.8533187118113731;10;1.1
0.47568378927800176,-0.037430223264718995,0.4073051817839192,-0.6332830781688354,-1.7863789936196117,0.11089080403219743,-0.900257823275229,-0.7005275107784016,1.4741720426257143,1.5898258113869639;10;1.0
-0.2331002130789876,-0.9474650860020934,-1.3899177447329236,0.9847184741480993,0.3797149428041395,0.26737543556262144,0.02376829465263715,2.0900364517059713,0.07253930421430572,-1.2476698592737696;10;0.45
0.7032513744011514,0.983667925828685,1.653443464697244,-1.3290722747372277,0.4624038473821182,0.2865634273045022,-0.5517458345871111,0.15464987235296762,-0.6243629475569349,-1.7387988550853946;10;0.7
2.060298843583699,0.20018707783434775,-0.8019973834069976,-1.7664172612364397,-0.7138227142140898,-0.5451529729165625,0.41435428613041153,-0.09275729931139759,0.9302579651802343,0.31504945835679327;10;1.15
1.7508308826456125,1.5267989836511906,0.344510521757489,0.10400553937609348,0.09133535944152293,-0.8784249561750991,-0.5313357703808708,-0.8536808163647671,0.08187199565172087,-1.6359117396028937;10;0.45
1.6646885599933992,1.115852966234881,0.3732722066884517,-0.30807102592324836,-1.0273377434004274,-1.5395401833490592,-1.1407606191523305,-0.3096564953260454,0.2391148970858477,0.9324374371485323;10;1.65
0.13327793769523144,1.1776298940940668,-0.49912804800315325,1.0253800470818506,-1.0644229703858357,0.6879027565630141,0.17239261095205616,-2.318992085820258,0.4945901900262117,0.19136966779681566;10;0.6
-0.3567939589603318,-0.5778974037374662,-0.009559813986703879,-0.9106930320542203,1.058059877509823,0.6420968522450751,0.12590722364761076,0.0566172492439279,1.8779636293953712,-1.9057006233030862;10;0.85
-0.11725879824371983,0.3474000811931397,0.39228215856124277,-0.7952634762927197,0.1285386688819372,-2.209107100331232,0.26716886145802665,-0.1607881416993421,2.017034355243303,0.12999339122936493;10;0.05
-1.2818538481042088,0.57183819646552,-0.11189938998751253,-0.7331537343077864,-0.44692889344064507,-0.7213716278834988,-0.9391627324942347,0.28490620840059355,1.9036584086793795,1.473967412672392;10;0.75
0.8918672743829342,-1.1754566546922613,-0.36006332088502196,-1.2431672903542081,-0.018545045989690437,-1.2314155396564748,-0.3685744099954039,1.6386505666643825,1.1173634718675822,0.7493409486581611;10;1.2
-0.3411628032315664,-0.3463199329706733,1.4743710544955377,0.3906473541066284,0.7496838774936503,-0.45365940207003463,0.01287595211720612,-1.6286860757537363,-1.3442478717221433,1.4864978475351311;10;0.05
0.5138854318553738,-2.8292406025659567,0.011467642546853098,-0.5108703913273175,0.31495715682512676,0.38152965212367274,0.27754603956166274,0.5608525759145163,0.7259949724652571,0.5538775226008106;10;0.85
0.3011328930487528,1.0672469074007487,1.3124736117253737,1.0696482264303198,0.7445730755819774,-0.07098338319006352,-1.0232531420248554,-1.6590123771713308,-0.988797095715205,-0.7530287160857179;10;1.8
-1.8299332844736793,-0.47530840205838515,-0.4301646571731571,-0.8618986851828083,-0.8765141909408446,0.7912337965619795,0.5675839453406599,0.43592652807913246,1.3057565082112643,1.3733184416358388;10;0.5
0.8328698783074813,-0.443631466452669,0.10389368479785754,2.0053363566999196,0.731199490012336,0.3529379632866812,-1.0550943458327133,-0.06141938400549621,-0.8722612115031589,-1.5938309653102385;10;1.25
2.9848941926910877,-0.4727331251743905,-0.3088297663530803,-0.18966046899410693,-0.28411138961686005,-0.3254588045223813,-0.4426234250842898,-0.1480351482405929,-0.4182648554176883,-0.39517720928769184;10;0.75
-0.9893737806644527,-1.496228571548203,-0.8503398223143452,-0.29448937036907835,1.1216416090276313,1.618045222248781,1.3860877562591873,0.025226313242858223,-0.12043533270670236,-0.4001340231756753;10;1.3
0.7255006152571791,-0.9470000633330381,-2.154640587588854,0.1678744426183209,1.2803581988798558,0.37550636248313113,0.35589623203611165,-1.084899893639338,0.6163015244216247,0.665103168865008;10;0.5
2.558558980481121,0.33006092134419673,-0.2709741408477296,0.8430294545395868,-0.06210793952631232,-0.8290642294197862,-0.9998902958886579,-0.6554708229852315,-0.3515843364223781,-0.5625575912748076;10;0.4
-0.6620332996312938,0.9877827664620831,-1.3120541584647514,0.49625064445828115,-0.5008927459769668,-0.37434485301799836,-0.4565521128173449,-0.30936374992345206,-0.2857012080030783,2.4169087169145205;10;0.95
0.4776355599080332,1.260439041032068,0.27593281113279444,0.6505377188215559,1.0542869255019756,0.5605019565403845,-0.6115504606821679,-2.15218344228319,-0.5300647816494937,-0.9855353283219599;10;0.1
1.5666989036012806,1.2185435916898848,0.870388279778489,0.5222329678670934,0.1740776559556978,-0.1740776559556981,-0.5222329678670937,-0.8703882797784893,-1.2185435916898848,-1.5666989036012806;10;2.0
1.475780843295687,-0.638058569588668,1.7371753982390028,-0.20011785610759983,-1.5722215360516094,0.26296804924898837,-1.2298287887258792,0.11486204474662066,-0.3555425794194346,0.40498299436289015;10;0.65
-2.9674844722555322,0.031275180789854785,0.48525413483362473,0.3927866003848634,0.2726836434441223,0.5263920820283694,0.359289976257049,0.2715317602807723,0.15338913200607746,0.47488196223079937;10;0.15
0.15169706717091802,-1.4692352899242578,-0.739774589597805,-0.07010238970652284,2.143890850962671,0.48371617941410133,0.85533085078795,0.40131638894789373,-0.8754122713659622,-0.8814267966889868;10;1.1
-0.0851002450135874,-0.406481911543599,-0.6420518218822994,-0.40472812144195064,1.444050196991586,-0.46121868999449367,-1.4551312162480114,-0.8330374425106374,1.1995655686278204,1.6441336830151725;10;0.05
1.5666989036012804,1.2185435916898848,0.8703882797784891,0.5222329678670936,0.17407765595569819,-0.1740776559556975,-0.5222329678670932,-0.8703882797784891,-1.218543591689885,-1.5666989036012808;10;1.7
-2.547414737636506,-0.24833652173653512,-0.45230293435271873,-0.07809488910481467,-0.02160630882862321,0.07699549500156996,0.5849718748725802,1.3008070566498295,0.34712256167118116,1.037858403464039;10;1.8
0.3080476240029217,1.5988977013435037,1.3183715185070182,0.9337951001428416,-0.09780782477983707,0.1865771852875659,-0.8153163824709182,-0.9002956364875472,-1.3458583268405515,-1.186410958704997;10;1.65
-1.2739343118947137,2.2565623176526453,-1.0344772389827206,0.37708879546937957,-1.051106317848556,-0.17084006364619314,-0.013507748751950484,0.8126179279688361,-0.3209144272022111,0.41851106723548503;10;0.15
-1.9503158811030459,-1.5101495443162907,-0.5862034390196066,0.11879310975280785,0.057602456788717615,0.3008404563980818,0.5651800939881341,0.7203682429778921,1.047804426483601,1.2360800780497072;10;1.55
-1.5146002853056464,0.21795340749591333,0.7290085317395537,-0.5306893534049513,1.1562188736095182,0.721588319312277,-0.0920778627340433,1.092859229039997,-1.9390303013608656,0.15876944160824813;10;0.7
1.1186963219863124,0.6111484060309305,0.5183956357874919,-0.9852793942250944,0.6449185036798354,-0.08561625303641417,-0.5813374194794462,-0.15343128786405905,-2.240721050103842,1.1532265372242863;10;1.1
2.4471189766495343,0.3589610985794168,0.37362681157600325,0.4933226635571678,-1.6247894871701603,-0.48068208003469814,-0.4324783689453817,-0.38442200979831964,-0.2971174901072395,-0.4535401143063183;10;0.35
1.126915636778995,0.9626864027280743,1.3957278416450931,-1.0659531893075453,-1.1356414501354208,-0.971259208092105,-1.144331356608795,-0.45234509564932296,0.9134505164724265,0.37074990216859954;10;0.45
1.9052219777993458,1.3360818150528309,0.8188302054324803,0.17354683179763494,-0.2101635603888013,-0.8164742103740705,-1.3260638835219398,-0.8108381716555109,-0.23084239344958915,-0.8392986106923761;10;1.95
-1.6468746781542876,-2.0561127289729444,0.024928874560515894,-0.17905497162517842,0.24842729014587064,0.2850063329038742,0.5492280625933532,0.8468599339995485,1.0268393044578676,0.9007525800913788;10;1.0
1.552972685535167,0.9383316276453422,0.8008638877199578,-0.11222395863467921,-2.1556860984573674,-1.008367189408088,-0.5100029851234571,-0.00013459081166470807,0.18466315210342177,0.30958346943136594;10;0.2
1.441025044593954,1.6470236539432217,-0.34246535891469426,-1.5057981262730231,-1.5086289257939542,-0.5078948848426116,0.09489235528789515,-0.03870997416587254,0.2553322083293666,0.4652240078357147;10;0.8
1.909283192574975,-0.10794265764405764,-0.24509066973880275,-1.2160585718572618,-1.9762343589025062,0.2759875366352631,0.7500509407024448,0.003802541238514491,0.49818496836216936,0.10801707862925942;10;1.85
-1.0478139427800648,-1.4384478028327605,-1.3227793317910301,-0.6911662405839101,-0.19697290931638692,0.675731524311398,0.9273575747921363,1.2199691969895985,0.8841313543219635,0.9899905768890556;10;1.6
0.17987639474237377,1.0444375797655159,-0.3841378952796686,-1.0145212075830625,-0.7709652921073787,-1.4570412670695905,-0.44395479473577465,-0.1672190320881245,1.177447855839805,1.8360776585159047;10;1.3
0.9682033655864793,1.0062040326793742,0.9725141599952448,0.8574728442189548,0.9004616751453256,-0.48877718479788856,-0.5905166990974994,-0.5818471316785753,-1.5211136549670814,-1.5226014070843354;10;0.65
1.3669206151974687,0.5968851502118655,0.5116580008243327,0.62627885646043,0.5978833247524354,0.5331957104162185,0.14068455309223513,-1.2640916395459145,-1.67202223068244,-1.4373923407266334;10;0.3
-1.7902184465088018,-1.2628879617804278,-0.6956910624898608,0.11539137255667407,-0.15951528169636547,1.5749946437951812,0.5778083827549263,0.4396300057522236,-0.08865140168987544,1.289139749306327;10;1.45
2.0977513428130625,1.228320616490756,0.14457314510756264,-0.5253874048693566,0.23216666559831717,-0.7150883181931657,-1.5137935909278608,-0.6469856232095261,0.33545819761934775,-0.6370150304291359;10;1.4
1.8814368749499757,1.3538481607517758,0.8315212596594826,0.2982890434915533,-0.17497476054379496,-0.6504304411054691,-1.1370391801440438,-0.6248369606464893,-1.1434850132010586,-0.6343289832119338;10;1.8
1.1180963187381354,-1.1359497483499965,-0.685609295564406,-0.4168042071669679,-0.28034499192207707,-0.8571203374457851,-0.8605140565662857,-0.0232941794486963,1.1665556147628056,1.9749848829632743;10;0.75
-2.064877348962688,-1.2290319618306556,-0.20912179643140527,-0.4820773419689172,0.37303512837177016,0.8673828534718012,1.5786404502498543,0.3695516946274434,0.6351503480661632,0.16134797440663143;10;0.65
-0.2729137996096591,0.2347630169563704,-0.11031487174170546,1.4024973551288484,1.5788458227358737,1.1674548754649143,-0.9055679292764965,-0.9820720912263853,-1.1545239711278998,-0.9581684073038611;10;0.9
-2.118950306307835,-0.9610327859008718,-0.1159225405566792,-0.23348174670504593,-0.2529467140956944,-0.012446818011813103,1.417551898595262,1.4154279317663212,0.6181659830814208,0.24363509813493614;10;1.25
-1.7187537843443614,0.5300750680696316,0.25226898884549587,2.0265596261517063,1.0653891840332947,0.11273517871495196,-0.4112783193863577,-0.8259501361940768,-0.693971418711406,-0.3370743871788804;10;0.4
1.0280308989997304,0.40599326247247053,0.4709984801721283,0.8768185025652732,1.4189259011244768,0.1157116222768619,-0.41143201964549564,-0.8486418028717023,-1.2114554498506138,-1.8449493952431306;10;1.75
